原ID,原開放建議標題,原派發機關,建議資料集名稱,建議開放的欄位,建議原因,瀏覽次數,建議者,發表時間,頁面連結,標記人,標記時間,標記用＿ID,標記用＿開放建議標題,標記用＿派發機關,0. 政府對民眾申請開放資料的答覆是？,F1. 分案理由,F2. 派發機關數量是否正確,F3. 派發機關數量落差,F4. 派發且回覆數量是否完整,F5. 實際派發且回覆的機關數量,F6. 派發後實際回覆的機關數量有落差之數量,F7. 備註＿自行輸入,F8. 備註＿特定情況1,A1. 是否為開放資料？,(續) A2. 如果目前非開放資料，有說將來提供開放資料嗎？,A3. 是民眾需要的全部還是部分資料？,A4. (續) 目前只提供部分，有說將來要把資料補齊嗎？(填完請填A5),(續) A5. 目前只提供部分的原因1,(續) A6. 目前只提供部分的原因2,(續) A7. 目前只提供部分的原因3,A8. 准駁摘要,A9. 備註＿自行輸入1,A10. 備註＿特定情況1,A11. 備註＿特定情況2,A12. 備註＿特定情況3,A13. 備註＿特定情況4,B1. 是否有說明具體提供時間，或已回報提供？,"B1a. (續) 承諾提供時間為？
 格式：2019/06",B2. 是否提供開放資料？,B3. 是民眾需要的全部還是部分資料？,B4. 只提供部分的原因是？,B5. 只提供部分的原因是？,B6. 只提供部分的原因是？,B7. 准駁關鍵語句或摘要 (重點即可),B8. 備註＿自行輸入,B9. 備註＿特定情況1,B10. 備註＿特定情況2,B11. 備註＿特定情況3,C1. 不同意開放的原因是1,C2. 不同意開放的原因2,C3. 不同意開放的原因是3,C4. 准駁摘要,C5. 備註＿自行輸入,C6. 備註＿特定情況1,C7. 備註＿特定情況2,C8. 備註＿特定情況3,"DEGH1. 無法判斷/還未回覆/對於資料平台的意見/業務陳情意見而無關資料申請
 備註＿自行輸入",DEGH2. 備註＿特定情況1,DEGH3. 備註＿特定情況2,DEGH4. 備註＿特定情況3,V1. 驗證發現1,V2. 驗證發現1＿詳細描述：請貼上網址、或是細節文字,V3. 驗證發現2,V4. 驗證發現2＿詳細描述：請貼上網址、或是細節文字
96658,地方政府肇事碰撞構圖,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",地方政府肇事碰撞構圖,路口肇事碰撞構圖、地點lat、地點lng、縣市、道路1、道路2、道路3、道路4..etc、A1事故統計、A2事故統計、A3事故統計,"你好，請問是否得以公開地方政府交通事故之肇事碰撞構圖？
 
 已知目前高雄市(104/106 年高雄市易肇事路口改善委託研究案)以及台中市(智慧系統)有建構相關的系統或有相關資料，相關資料對於人民分析路口之事故有很大的幫助。thanks。",529,c***v,2018/12/23 14:02,https://data.gov.tw/node/96658,淑貞,2019/4/28 上午 8:41:04,96658.17,地方政府肇事碰撞構圖,新北市政府,A. 申請前已對外提供 (續A),,,,,,,,,開放資料 (跳A3),,只是部分 (續A4),沒說要補齊,無開放格式,,,您所提碰撞構圖，因本府資料開放係遵守中央規範，以提供機器可讀之資料(結構化資料，如csv、json、kml等格式)為準，然構圖為一般圖檔，爰暫無進行開放之評估,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://data.ntpc.gov.tw/od/searchBar?keywordsInput=%E4%BA%A4%E9%80%9A%E4%BA%8B%E6%95%85,,
96658,地方政府肇事碰撞構圖,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",地方政府肇事碰撞構圖,路口肇事碰撞構圖、地點lat、地點lng、縣市、道路1、道路2、道路3、道路4..etc、A1事故統計、A2事故統計、A3事故統計,"你好，請問是否得以公開地方政府交通事故之肇事碰撞構圖？
 
 已知目前高雄市(104/106 年高雄市易肇事路口改善委託研究案)以及台中市(智慧系統)有建構相關的系統或有相關資料，相關資料對於人民分析路口之事故有很大的幫助。thanks。",529,c***v,2018/12/23 14:02,https://data.gov.tw/node/96658,淑貞,2019/4/28 上午 8:50:27,96658.18,地方政府肇事碰撞構圖,連江縣政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,沒有該資料 (尚未蒐集或彙整),,,警察局無自行建構相關交通事故系統平臺,,,,,,,,,,,,
96658,地方政府肇事碰撞構圖,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",地方政府肇事碰撞構圖,路口肇事碰撞構圖、地點lat、地點lng、縣市、道路1、道路2、道路3、道路4..etc、A1事故統計、A2事故統計、A3事故統計,"你好，請問是否得以公開地方政府交通事故之肇事碰撞構圖？
 
 已知目前高雄市(104/106 年高雄市易肇事路口改善委託研究案)以及台中市(智慧系統)有建構相關的系統或有相關資料，相關資料對於人民分析路口之事故有很大的幫助。thanks。",529,c***v,2018/12/23 14:02,https://data.gov.tw/node/96658,淑貞,2019/4/28 上午 8:52:58,96658.19,地方政府肇事碰撞構圖,臺中市政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,建置中,,,本府仍在持續進行碰撞構圖之應用分析與系統功能建構精進作業中，等到功能開發完成後將對外公開。,,後續跟追,,,,,,,,,,
96658,地方政府肇事碰撞構圖,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",地方政府肇事碰撞構圖,路口肇事碰撞構圖、地點lat、地點lng、縣市、道路1、道路2、道路3、道路4..etc、A1事故統計、A2事故統計、A3事故統計,"你好，請問是否得以公開地方政府交通事故之肇事碰撞構圖？
 
 已知目前高雄市(104/106 年高雄市易肇事路口改善委託研究案)以及台中市(智慧系統)有建構相關的系統或有相關資料，相關資料對於人民分析路口之事故有很大的幫助。thanks。",529,c***v,2018/12/23 14:02,https://data.gov.tw/node/96658,淑貞,2019/4/28 上午 9:19:04,96658.21,地方政府肇事碰撞構圖,新竹市政府,A. 申請前已對外提供 (續A),,,,,,,,,開放資料 (跳A3),,只是部分 (續A4),沒說要補齊,沒有說明原因,,,內政部警政署已針對歷史交通事故資料提供開放資料，連結網址為https://data.moi.gov.tw/MoiOD/Data/DataDetail.aspx?oid=67781E29-8AAD-46A9-A2C8-C3F339592C27。依據「政府資訊公開法」第6條規定：與人民權益攸關之施政、措施及其他有關之政府資訊，以主動公開為原則，建請您逕至新竹市警察局全球資訊網公開資訊專區下載政府資訊開放應用申請書，以書面方式向檔案所屬機關提出申請。,援引政府資訊公開法。,經典或重大案例,民眾於留言中追問,申請者有援引已開放相似資料的國內外單位,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96658,地方政府肇事碰撞構圖,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",地方政府肇事碰撞構圖,路口肇事碰撞構圖、地點lat、地點lng、縣市、道路1、道路2、道路3、道路4..etc、A1事故統計、A2事故統計、A3事故統計,"你好，請問是否得以公開地方政府交通事故之肇事碰撞構圖？
 
 已知目前高雄市(104/106 年高雄市易肇事路口改善委託研究案)以及台中市(智慧系統)有建構相關的系統或有相關資料，相關資料對於人民分析路口之事故有很大的幫助。thanks。",529,c***v,2018/12/23 14:02,https://data.gov.tw/node/96658,淑貞,2019/4/28 上午 9:26:18,96658.22,地方政府肇事碰撞構圖,臺北市政府,E. 還未回覆 (跳E 選填備註),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96593,水保局雙語辭彙開放資料,行政院農業委員會,水保局雙語辭彙,中文詞彙、英文詞彙,方便查詢使用，現行網頁式瀏覽(https://www.swcb.gov.tw/WebService/bilingual?p=4)，實難以資料處理與查詢，且單位可將開放後資料定期更新,100,W***g,2018/12/22 8:11,https://data.gov.tw/node/96593,淑貞,2019/3/30,96593,水保局雙語辭彙開放資料,行政院農業委員會,B. 同意提供 (跳B),,,,,1,,,,,,,,,,,,,,,,,沒有時間表,,提供開放資料,全部資料,,,,本會業務單位業已著手修改相關程式，將於近期內開放，若開放將以電子郵件與本站張貼訊息告知您,一顆星正面：開放格式，而且回報,正面案例,回報新出爐的資料集訊息,,,,,,,,,,,,,,,,,
96583,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國電動公車運營路線號及運行車輛數與廠牌資料,"運營縣市,運營路線,運營路線號,運營車輛數,車輛廠牌,車輛型號",呼應行政院2030年公車全面電動化之政策目標,468,熱***中,2018/12/21 17:46,https://data.gov.tw/node/96583,淑貞,2019/4/28 上午 9:28:23,96583,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,要分案,F. 要分案,派發給「中央部會」與「地方政府」,派發機關數量正確,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96583,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國電動公車運營路線號及運行車輛數與廠牌資料,"運營縣市,運營路線,運營路線號,運營車輛數,車輛廠牌,車輛型號",呼應行政院2030年公車全面電動化之政策目標,468,熱***中,2018/12/21 17:46,https://data.gov.tw/node/96583,淑貞,2019/4/28 下午 1:58:35,96583.3,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,高雄市政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,非權責明定應提供之資料,,,經查本局均依規定登載本市公車相關資料,,經典或重大案例,,,,,,,,,,
96583,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國電動公車運營路線號及運行車輛數與廠牌資料,"運營縣市,運營路線,運營路線號,運營車輛數,車輛廠牌,車輛型號",呼應行政院2030年公車全面電動化之政策目標,468,熱***中,2018/12/21 17:46,https://data.gov.tw/node/96583,淑貞,2019/4/28 上午 11:22:16,96583.4,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,臺東縣政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,沒有該資料 (不存在該類別),,,目前尚無行駛電動公車。,目前該縣市不可能有該筆資料,,,,,,,,,,,
96583,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國電動公車運營路線號及運行車輛數與廠牌資料,"運營縣市,運營路線,運營路線號,運營車輛數,車輛廠牌,車輛型號",呼應行政院2030年公車全面電動化之政策目標,468,熱***中,2018/12/21 17:46,https://data.gov.tw/node/96583,淑貞,2019/4/28 下午 2:34:17,96583.5,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,嘉義市政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,沒有該資料 (不存在該類別),,,目前無電動公車營運路線,,,,,,,,,,,,
96583,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國電動公車運營路線號及運行車輛數與廠牌資料,"運營縣市,運營路線,運營路線號,運營車輛數,車輛廠牌,車輛型號",呼應行政院2030年公車全面電動化之政策目標,468,熱***中,2018/12/21 17:46,https://data.gov.tw/node/96583,淑貞,2019/4/28 下午 2:13:18,96583.6,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,基隆市政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,沒有該資料 (不存在該類別),,,本案將於108年再提案申請，預計108年底前完成交車。,文字說明目前行政進度,正面案例,經典或重大案例,,,,,,,,,
96583,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國電動公車運營路線號及運行車輛數與廠牌資料,"運營縣市,運營路線,運營路線號,運營車輛數,車輛廠牌,車輛型號",呼應行政院2030年公車全面電動化之政策目標,468,熱***中,2018/12/21 17:46,https://data.gov.tw/node/96583,淑貞,2019/4/28 下午 2:47:30,96583.7,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,屏東縣政府,E. 還未回覆 (跳E 選填備註),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96583,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國電動公車運營路線號及運行車輛數與廠牌資料,"運營縣市,運營路線,運營路線號,運營車輛數,車輛廠牌,車輛型號",呼應行政院2030年公車全面電動化之政策目標,468,熱***中,2018/12/21 17:46,https://data.gov.tw/node/96583,淑貞,2019/4/28 下午 2:30:33,96583.8,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,南投縣政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,沒有該資料 (不存在該類別),,,查本縣轄內囿於多長途及山區道路，不利於電動大客車運行，故目前本縣轄內三條市區客運路線尚無電動大客車營運。,即時沒有資料，也說明原因,正面案例,,,,,,,,,,
96583,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國電動公車運營路線號及運行車輛數與廠牌資料,"運營縣市,運營路線,運營路線號,運營車輛數,車輛廠牌,車輛型號",呼應行政院2030年公車全面電動化之政策目標,468,熱***中,2018/12/21 17:46,https://data.gov.tw/node/96583,淑貞,2019/4/28 上午 11:12:41,96583.9,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,花蓮縣政府,B. 同意提供 (跳B),,,,,,,,,,,,,,,,,,,,,,沒有時間表,,無法判斷,無法判斷,,,,有關臺端建議增加提供「電動公車運營路線及運行車輛與廠牌資料」，將上架至政府資料開放平臺,,因為民眾申請才開放,後續跟追,,,,,,,,,,,,,,,,,
96583,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國電動公車運營路線號及運行車輛數與廠牌資料,"運營縣市,運營路線,運營路線號,運營車輛數,車輛廠牌,車輛型號",呼應行政院2030年公車全面電動化之政策目標,468,熱***中,2018/12/21 17:46,https://data.gov.tw/node/96583,淑貞,2019/4/28 下午 2:10:29,96583.11,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,嘉義縣政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,沒有該資料 (不存在該類別),,,,,,,,,,,,,,,
96583,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國電動公車運營路線號及運行車輛數與廠牌資料,"運營縣市,運營路線,運營路線號,運營車輛數,車輛廠牌,車輛型號",呼應行政院2030年公車全面電動化之政策目標,468,熱***中,2018/12/21 17:46,https://data.gov.tw/node/96583,淑貞,2019/4/28 下午 2:48:36,96583.12,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,金門縣政府,E. 還未回覆 (跳E 選填備註),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96583,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國電動公車運營路線號及運行車輛數與廠牌資料,"運營縣市,運營路線,運營路線號,運營車輛數,車輛廠牌,車輛型號",呼應行政院2030年公車全面電動化之政策目標,468,熱***中,2018/12/21 17:46,https://data.gov.tw/node/96583,淑貞,2019/4/28 上午 11:05:11,96583.13,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,苗栗縣政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,沒有該資料 (不存在該類別),,,無電動公車營運,真的沒有資料，不可能產製,,,,,,,,,,,
96583,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國電動公車運營路線號及運行車輛數與廠牌資料,"運營縣市,運營路線,運營路線號,運營車輛數,車輛廠牌,車輛型號",呼應行政院2030年公車全面電動化之政策目標,468,熱***中,2018/12/21 17:46,https://data.gov.tw/node/96583,淑貞,2019/4/28 下午 2:49:18,96583.14,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,雲林縣政府,E. 還未回覆 (跳E 選填備註),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96583,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國電動公車運營路線號及運行車輛數與廠牌資料,"運營縣市,運營路線,運營路線號,運營車輛數,車輛廠牌,車輛型號",呼應行政院2030年公車全面電動化之政策目標,468,熱***中,2018/12/21 17:46,https://data.gov.tw/node/96583,淑貞,2019/4/28 上午 11:10:16,96583.15,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,桃園市政府,B. 同意提供 (跳B),,,,,,,,,,,,,,,,,,,,,,已回報提供,,非提供開放資料,全部資料,,,,目前本市電動公 車營運計有GR（桃園後站-南崁）、GR2（桃園-八德）、710（大溪-捷運永寧站）、免 費公車（桃園區L112【桃園火車站-市府】、中壢區、平鎮區、大溪區）等路線，共計 甲類大客車38輛（唐榮23輛、凱勝15輛）、乙類大客車20輛（華德）。,以文字說明提供,,,,,,,,,,,,,,,,,,,
96583,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國電動公車運營路線號及運行車輛數與廠牌資料,"運營縣市,運營路線,運營路線號,運營車輛數,車輛廠牌,車輛型號",呼應行政院2030年公車全面電動化之政策目標,468,熱***中,2018/12/21 17:46,https://data.gov.tw/node/96583,淑貞,2019/4/28 下午 2:32:44,96583.16,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,彰化縣政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,沒有該資料 (不存在該類別),,,目前暫無配置電動公車,,,,,,,,,,,,
96583,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國電動公車運營路線號及運行車輛數與廠牌資料,"運營縣市,運營路線,運營路線號,運營車輛數,車輛廠牌,車輛型號",呼應行政院2030年公車全面電動化之政策目標,468,熱***中,2018/12/21 17:46,https://data.gov.tw/node/96583,淑貞,2019/4/28 上午 11:59:42,96583.17,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,宜蘭縣政府,B. 同意提供 (跳B),,,,,,,,,,,,,,,,,,,,,,已回報提供,,非提供開放資料,全部資料,,,,營運路線：【綠28】蘇澳新火車站-豆腐岬風景區 車輛數：3輛 廠牌：華德,提供文字說明,,,,,,,,,,,,,,,,,,,
96583,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國電動公車運營路線號及運行車輛數與廠牌資料,"運營縣市,運營路線,運營路線號,運營車輛數,車輛廠牌,車輛型號",呼應行政院2030年公車全面電動化之政策目標,468,熱***中,2018/12/21 17:46,https://data.gov.tw/node/96583,淑貞,2019/4/28 上午 11:52:11,96583.18,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,新北市政府,B. 同意提供 (跳B),,,,,,,,,,,,,,,,,,,,,,已回報提供,,非提供開放資料,全部資料,,,,新北僅有一條路線行駛橘5，板橋至捷運景安站，10輛，凱勝率能，SYCITY8E-K9等，暫無完整之統計資訊可進行開放,提供文字說明,,,,,,,,,,,,,,,,,,,
96583,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國電動公車運營路線號及運行車輛數與廠牌資料,"運營縣市,運營路線,運營路線號,運營車輛數,車輛廠牌,車輛型號",呼應行政院2030年公車全面電動化之政策目標,468,熱***中,2018/12/21 17:46,https://data.gov.tw/node/96583,淑貞,2019/4/28 下午 2:20:50,96583.19,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,連江縣政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,沒有該資料 (不存在該類別),,,目前無電動公車營運路線,,,,,,,,,,,,
96583,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國電動公車運營路線號及運行車輛數與廠牌資料,"運營縣市,運營路線,運營路線號,運營車輛數,車輛廠牌,車輛型號",呼應行政院2030年公車全面電動化之政策目標,468,熱***中,2018/12/21 17:46,https://data.gov.tw/node/96583,淑貞,2019/4/28 下午 2:24:55,96583.21,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,新竹縣政府,B. 同意提供 (跳B),,,,,,,,,,,,,,,,,,,,,,已回報提供,,提供開放資料,全部資料,,,,資料已上傳至本府資料開放平台,,因為民眾申請才開放,,,,,,,,,,,,,,,,,,
